id,question,direction
4340,I am cycling north-east along the south-east shore of the island. In which direction is the sea?,south-east
1791,"We are driving south along the west shore of a lake and then turn around to head back in the direction we came from, in which direction is the lake?",east
5234,"They are jogging south-east along the north-east shore of an island and then turn around to head back in the direction they came from, in which direction is the sea?",north-east
5529,"She is walking west along the north shore of an island and then turns around to head back in the direction she came from, in which direction is the sea?",north
5707,"They are driving north along the east shore of an island and then turn around to head back in the direction they came from, in which direction is the sea?",east
630,You are unicycling south-east along the south-west shore of the lake. In which direction is the lake?,north-east
4513,He is jogging west along the north shore of the island. In which direction is the sea?,north
5249,"They are perambulating east along the north shore of an island and then turn around to head back in the direction they came from, in which direction is the sea?",north
4983,"He is cycling north along the west shore of an island and then turns around to head back in the direction he came from, in which direction is the sea?",west
1174,"He is perambulating north-west along the south-west shore of a lake and then turns around to head back in the direction he came from, in which direction is the lake?",north-east
725,She is running east along the south shore of the lake. In which direction is the lake?,north
3662,She is hiking south-east along the south-west side of a road which runs south-east to north-west. In which direction is the road?,north-east
4062,He is hiking north-west along the south-west shore of the island. In which direction is the sea?,south-west
4574,She is walking south-east along the south-west shore of the island. In which direction is the sea?,south-west
2163,"She is running south along the middle of the east side of a park; in which direction is the bandstand, located in the centre of the park?",west
3577,He is hiking west along the north side of a road which runs west to east. In which direction is the road?,south
335,We are walking north along the west shore of the lake. In which direction is the lake?,east
4608,She is riding south-west along the north-west shore of the island. In which direction is the sea?,north-west
3016,You are perambulating north-east along the north-west side of a road which runs north-east to south-west. In which direction is the road?,south-east
3612,She is walking north-east along the south-east side of a road which runs north-east to south-west. In which direction is the road?,north-west
800,She is racing south-west along the north-west shore of the lake. In which direction is the lake?,south-east
3338,They are hiking south-east along the north-east side of a road which runs south-east to north-west. In which direction is the road?,south-west
1721,"She is riding west along the north shore of a lake and then turns around to head back in the direction she came from, in which direction is the lake?",south
1375,"They are walking north along the west shore of a lake and then turn around to head back in the direction they came from, in which direction is the lake?",east
1338,"We are hiking south-east along the north-east shore of a lake and then turn around to head back in the direction we came from, in which direction is the lake?",south-west
3555,He is jogging north along the east side of a road which runs north to south. In which direction is the road?,west
3915,I am racing south along the east shore of the island. In which direction is the sea?,east
2007,"You are running north along the middle of the west side of a park; in which direction is the bandstand, located in the centre of the park?",east
3292,They are walking south-west along the south-east side of a road which runs south-west to north-east. In which direction is the road?,north-west
2936,I am perambulating north-east along the north-west side of a road which runs north-east to south-west. In which direction is the road?,south-east
1526,"You are running south-east along the south-west shore of a lake and then turn around to head back in the direction you came from, in which direction is the lake?",north-east
3391,I am driving south along the west side of a road which runs south to north. In which direction is the road?,east
1648,"He is riding south-west along the north-west shore of a lake and then turns around to head back in the direction he came from, in which direction is the lake?",south-east
2442,"I am riding north-west along the middle of the north-east side of a park; in which direction is the bandstand, located in the centre of the park?",south-west
395,We are racing south along the east shore of the lake. In which direction is the lake?,west
3590,He is unicycling south-east along the south-west side of a road which runs south-east to north-west. In which direction is the road?,north-east
1556,"You are jogging north-east along the south-east shore of a lake and then turn around to head back in the direction you came from, in which direction is the lake?",north-west
1053,"You are walking west along the south shore of a lake and then turn around to head back in the direction you came from, in which direction is the lake?",north
5322,"I am riding north-west along the north-east shore of an island and then turn around to head back in the direction I came from, in which direction is the sea?",north-east
5045,"She is running west along the south shore of an island and then turns around to head back in the direction she came from, in which direction is the sea?",south
2214,"She is perambulating north-west along the middle of the south-west side of a park; in which direction is the bandstand, located in the centre of the park?",north-east
1900,"They are hiking north-east along the south-east shore of a lake and then turn around to head back in the direction they came from, in which direction is the lake?",north-west
816,We are walking south-west along the north-west shore of the lake. In which direction is the lake?,south-east
861,We are hiking east along the south shore of the lake. In which direction is the lake?,north
2429,"I am driving east along the middle of the south side of a park; in which direction is the bandstand, located in the centre of the park?",north
1379,"They are cycling south along the east shore of a lake and then turn around to head back in the direction they came from, in which direction is the lake?",west
4440,You are jogging south-west along the north-west shore of the island. In which direction is the sea?,north-west
4835,"I am jogging south along the east shore of an island and then turn around to head back in the direction I came from, in which direction is the sea?",east
4101,She is cycling west along the south shore of the island. In which direction is the sea?,south
4778,They are hiking north-west along the north-east shore of the island. In which direction is the sea?,north-east
4645,We are running east along the south shore of the island. In which direction is the sea?,south
4886,"You are running north-west along the south-west shore of an island and then turn around to head back in the direction you came from, in which direction is the sea?",south-west
510,I am driving south-east along the south-west shore of the lake. In which direction is the lake?,north-east
4764,They are riding north-east along the south-east shore of the island. In which direction is the sea?,south-east
614,You are perambulating south-east along the south-west shore of the lake. In which direction is the lake?,north-east
678,He is jogging south-east along the south-west shore of the lake. In which direction is the lake?,north-east
603,You are riding north along the east shore of the lake. In which direction is the lake?,west
4098,She is cycling south-east along the north-east shore of the island. In which direction is the sea?,north-east
3059,He is cycling south along the east side of a road which runs south to north. In which direction is the road?,west
2801,"They are running west along the middle of the north side of a park; in which direction is the bandstand, located in the centre of the park?",south
2565,"He is running east along the middle of the south side of a park; in which direction is the bandstand, located in the centre of the park?",north
1245,"She is riding west along the south shore of a lake and then turns around to head back in the direction she came from, in which direction is the lake?",north
902,They are cycling south-east along the south-west shore of the lake. In which direction is the lake?,north-east
1118,"You are racing north-west along the south-west shore of a lake and then turn around to head back in the direction you came from, in which direction is the lake?",north-east
4888,"You are running north-east along the north-west shore of an island and then turn around to head back in the direction you came from, in which direction is the sea?",north-west
1185,"He is unicycling east along the north shore of a lake and then turns around to head back in the direction he came from, in which direction is the lake?",south
694,He is perambulating south-east along the south-west shore of the lake. In which direction is the lake?,north-east
759,She is jogging south along the west shore of the lake. In which direction is the lake?,east
2472,"I am unicycling south-west along the middle of the north-west side of a park; in which direction is the bandstand, located in the centre of the park?",south-east
4578,She is cycling north-west along the north-east shore of the island. In which direction is the sea?,north-east
2644,"She is running north-east along the middle of the south-east side of a park; in which direction is the bandstand, located in the centre of the park?",north-west
4141,She is hiking west along the south shore of the island. In which direction is the sea?,south
2220,"She is hiking south-west along the middle of the south-east side of a park; in which direction is the bandstand, located in the centre of the park?",north-west
3313,They are jogging east along the north side of a road which runs east to west. In which direction is the road?,south
381,We are hiking west along the south shore of the lake. In which direction is the lake?,north
242,She is running south-east along the north-east shore of the lake. In which direction is the lake?,south-west
1509,"I am unicycling east along the south shore of a lake and then turn around to head back in the direction I came from, in which direction is the lake?",north
466,They are unicycling south-east along the north-east shore of the lake. In which direction is the lake?,south-west
728,She is running south-west along the north-west shore of the lake. In which direction is the lake?,south-east
348,We are driving south-west along the south-east shore of the lake. In which direction is the lake?,north-west
2115,"He is jogging south along the middle of the east side of a park; in which direction is the bandstand, located in the centre of the park?",west
5122,"We are running south-east along the north-east shore of an island and then turn around to head back in the direction we came from, in which direction is the sea?",north-east
2869,"They are unicycling east along the middle of the south side of a park; in which direction is the bandstand, located in the centre of the park?",north
2847,"They are riding south along the middle of the west side of a park; in which direction is the bandstand, located in the centre of the park?",east
2756,"We are jogging north-east along the middle of the south-east side of a park; in which direction is the bandstand, located in the centre of the park?",north-west
3189,She is unicycling west along the south side of a road which runs west to east. In which direction is the road?,north
4003,He is running south along the east shore of the island. In which direction is the sea?,east
1304,"We are cycling north-east along the north-west shore of a lake and then turn around to head back in the direction we came from, in which direction is the lake?",south-east
1647,"He is riding south along the west shore of a lake and then turns around to head back in the direction he came from, in which direction is the lake?",east
3814,They are perambulating south-east along the south-west side of a road which runs south-east to north-west. In which direction is the road?,north-east
754,She is jogging north-west along the north-east shore of the lake. In which direction is the lake?,south-west
5617,"We are cycling west along the north shore of an island and then turn around to head back in the direction we came from, in which direction is the sea?",north
2965,You are running west along the south side of a road which runs west to east. In which direction is the road?,north
3184,She is hiking north-east along the north-west side of a road which runs north-east to south-west. In which direction is the road?,south-east
4627,She is unicycling north along the east shore of the island. In which direction is the sea?,east
3833,They are racing west along the north side of a road which runs west to east. In which direction is the road?,south
452,They are perambulating south-west along the south-east shore of the lake. In which direction is the lake?,north-west
764,She is riding north-east along the south-east shore of the lake. In which direction is the lake?,north-west
1310,"We are driving north-west along the south-west shore of a lake and then turn around to head back in the direction we came from, in which direction is the lake?",north-east
2248,"We are running north-east along the middle of the north-west side of a park; in which direction is the bandstand, located in the centre of the park?",south-east
2280,"We are jogging north-east along the middle of the north-west side of a park; in which direction is the bandstand, located in the centre of the park?",south-east
4147,She is unicycling south along the east shore of the island. In which direction is the sea?,east
4356,I am jogging north-east along the south-east shore of the island. In which direction is the sea?,south-east
4979,"He is cycling south along the east shore of an island and then turns around to head back in the direction he came from, in which direction is the sea?",east
4617,She is hiking west along the north shore of the island. In which direction is the sea?,north
2812,"They are walking north-east along the middle of the south-east side of a park; in which direction is the bandstand, located in the centre of the park?",north-west
5413,"You are perambulating east along the south shore of an island and then turn around to head back in the direction you came from, in which direction is the sea?",south
2305,"We are unicycling east along the middle of the north side of a park; in which direction is the bandstand, located in the centre of the park?",south
4681,We are riding west along the north shore of the island. In which direction is the sea?,north
3840,They are racing south-west along the north-west side of a road which runs south-west to north-east. In which direction is the road?,south-east
367,We are riding north along the west shore of the lake. In which direction is the lake?,east
527,I am riding south along the west shore of the lake. In which direction is the lake?,east
5186,"We are unicycling south-east along the north-east shore of an island and then turn around to head back in the direction we came from, in which direction is the sea?",north-east
1298,"We are cycling south-east along the north-east shore of a lake and then turn around to head back in the direction we came from, in which direction is the lake?",south-west
5477,"He is jogging east along the south shore of an island and then turns around to head back in the direction he came from, in which direction is the sea?",south
2688,"She is riding south-west along the middle of the north-west side of a park; in which direction is the bandstand, located in the centre of the park?",south-east
311,She is unicycling north along the west shore of the lake. In which direction is the lake?,east
434,They are jogging south-east along the north-east shore of the lake. In which direction is the lake?,south-west
5527,"She is running south along the west shore of an island and then turns around to head back in the direction she came from, in which direction is the sea?",west
882,They are running north-west along the north-east shore of the lake. In which direction is the lake?,south-west
5627,"We are driving north along the east shore of an island and then turn around to head back in the direction we came from, in which direction is the sea?",east
4316,They are racing south-west along the south-east shore of the island. In which direction is the sea?,south-east
2448,"I am riding south-west along the middle of the north-west side of a park; in which direction is the bandstand, located in the centre of the park?",south-east
5020,"He is hiking south-west along the south-east shore of an island and then turns around to head back in the direction he came from, in which direction is the sea?",south-east
2292,"We are perambulating south-west along the middle of the south-east side of a park; in which direction is the bandstand, located in the centre of the park?",north-west
2304,"We are hiking north-east along the middle of the north-west side of a park; in which direction is the bandstand, located in the centre of the park?",south-east
3759,We are racing south along the west side of a road which runs south to north. In which direction is the road?,east
3322,They are riding south-east along the north-east side of a road which runs south-east to north-west. In which direction is the road?,south-west
3407,I am riding south along the west side of a road which runs south to north. In which direction is the road?,east
4082,She is running south-east along the north-east shore of the island. In which direction is the sea?,north-east
2836,"They are jogging north-east along the middle of the south-east side of a park; in which direction is the bandstand, located in the centre of the park?",north-west
1452,"I am walking north-east along the south-east shore of a lake and then turn around to head back in the direction I came from, in which direction is the lake?",north-west
2427,"I am driving north along the middle of the east side of a park; in which direction is the bandstand, located in the centre of the park?",west
3643,She is riding north along the east side of a road which runs north to south. In which direction is the road?,west
2185,"She is driving east along the middle of the north side of a park; in which direction is the bandstand, located in the centre of the park?",south
4399,I am racing south along the west shore of the island. In which direction is the sea?,west
4687,We are riding south along the west shore of the island. In which direction is the sea?,west
1725,"She is riding east along the south shore of a lake and then turns around to head back in the direction she came from, in which direction is the lake?",north
3379,I am cycling north along the east side of a road which runs north to south. In which direction is the road?,west
5182,"We are hiking north-west along the south-west shore of an island and then turn around to head back in the direction we came from, in which direction is the sea?",south-west
2047,"You are riding north along the middle of the west side of a park; in which direction is the bandstand, located in the centre of the park?",east
4331,I am walking north along the east shore of the island. In which direction is the sea?,east
1063,"You are cycling north along the west shore of a lake and then turn around to head back in the direction you came from, in which direction is the lake?",east
644,He is running north-east along the south-east shore of the lake. In which direction is the lake?,north-west
2458,"I am hiking north-west along the middle of the north-east side of a park; in which direction is the bandstand, located in the centre of the park?",south-west
2383,"They are hiking north along the middle of the west side of a park; in which direction is the bandstand, located in the centre of the park?",east
786,She is unicycling north-west along the north-east shore of the lake. In which direction is the lake?,south-west
2010,"You are walking south-east along the middle of the north-east side of a park; in which direction is the bandstand, located in the centre of the park?",south-west
2499,"You are cycling north along the middle of the east side of a park; in which direction is the bandstand, located in the centre of the park?",west
1365,"They are running west along the south shore of a lake and then turn around to head back in the direction they came from, in which direction is the lake?",north
338,We are cycling south-east along the north-east shore of the lake. In which direction is the lake?,south-west
649,He is walking west along the north shore of the lake. In which direction is the lake?,south
1672,"He is unicycling south-west along the north-west shore of a lake and then turns around to head back in the direction he came from, in which direction is the lake?",south-east
1075,"You are jogging south along the east shore of a lake and then turn around to head back in the direction you came from, in which direction is the lake?",west
2153,"He is racing east along the middle of the north side of a park; in which direction is the bandstand, located in the centre of the park?",south
2496,"You are walking south-west along the middle of the north-west side of a park; in which direction is the bandstand, located in the centre of the park?",south-east
2073,"You are racing east along the middle of the north side of a park; in which direction is the bandstand, located in the centre of the park?",south
4394,I am racing north-west along the north-east shore of the island. In which direction is the sea?,north-east
3168,She is riding north-east along the north-west side of a road which runs north-east to south-west. In which direction is the road?,south-east
285,She is riding west along the south shore of the lake. In which direction is the lake?,north
3390,I am driving south-east along the south-west side of a road which runs south-east to north-west. In which direction is the road?,north-east
950,They are unicycling south-east along the south-west shore of the lake. In which direction is the lake?,north-east
4497,He is cycling west along the north shore of the island. In which direction is the sea?,north
3410,I am perambulating north-west along the north-east side of a road which runs north-west to south-east. In which direction is the road?,south-west
246,She is running north-west along the south-west shore of the lake. In which direction is the lake?,north-east
3187,She is unicycling south along the east side of a road which runs south to north. In which direction is the road?,west
4730,They are walking north-west along the north-east shore of the island. In which direction is the sea?,north-east
2391,"They are unicycling north along the middle of the west side of a park; in which direction is the bandstand, located in the centre of the park?",east
626,You are unicycling north-west along the north-east shore of the lake. In which direction is the lake?,south-west
2420,"I am cycling north-east along the middle of the south-east side of a park; in which direction is the bandstand, located in the centre of the park?",north-west
353,We are jogging east along the north shore of the lake. In which direction is the lake?,south
4243,They are running south along the east shore of the island. In which direction is the sea?,east
979,"I am cycling south along the east shore of a lake and then turn around to head back in the direction I came from, in which direction is the lake?",west
3090,He is perambulating south-east along the north-east side of a road which runs south-east to north-west. In which direction is the road?,south-west
1479,"I am jogging south along the west shore of a lake and then turn around to head back in the direction I came from, in which direction is the lake?",east
1176,"He is perambulating north-east along the north-west shore of a lake and then turns around to head back in the direction he came from, in which direction is the lake?",south-east
5235,"They are jogging south along the east shore of an island and then turn around to head back in the direction they came from, in which direction is the sea?",east
5441,"He is running west along the north shore of an island and then turns around to head back in the direction he came from, in which direction is the sea?",north
724,She is running north-east along the south-east shore of the lake. In which direction is the lake?,north-west
3144,She is cycling north-east along the north-west side of a road which runs north-east to south-west. In which direction is the road?,south-east
1550,"You are driving south-east along the south-west shore of a lake and then turn around to head back in the direction you came from, in which direction is the lake?",north-east
2312,"We are unicycling north-east along the middle of the north-west side of a park; in which direction is the bandstand, located in the centre of the park?",south-east
4532,He is perambulating north-east along the south-east shore of the island. In which direction is the sea?,south-east
5532,"She is walking north-east along the south-east shore of an island and then turns around to head back in the direction she came from, in which direction is the sea?",south-east
1208,"She is running north-east along the north-west shore of a lake and then turns around to head back in the direction she came from, in which direction is the lake?",south-east
4478,You are racing south-east along the south-west shore of the island. In which direction is the sea?,south-west
4606,She is riding south-east along the south-west shore of the island. In which direction is the sea?,south-west
122,You are riding south-east along the north-east shore of the lake. In which direction is the lake?,south-west
2308,"We are unicycling south-west along the middle of the south-east side of a park; in which direction is the bandstand, located in the centre of the park?",north-west
292,She is perambulating south-west along the south-east shore of the lake. In which direction is the lake?,north-west
1114,"You are racing south-east along the north-east shore of a lake and then turn around to head back in the direction you came from, in which direction is the lake?",south-west
2517,"You are jogging east along the middle of the south side of a park; in which direction is the bandstand, located in the centre of the park?",north
988,"I am driving south-west along the south-east shore of a lake and then turn around to head back in the direction I came from, in which direction is the lake?",north-west
1031,"I am unicycling north along the west shore of a lake and then turn around to head back in the direction I came from, in which direction is the lake?",east
5706,"They are driving north-west along the north-east shore of an island and then turn around to head back in the direction they came from, in which direction is the sea?",north-east
3947,You are driving south along the east shore of the island. In which direction is the sea?,east
4856,"I am perambulating north-east along the north-west shore of an island and then turn around to head back in the direction I came from, in which direction is the sea?",north-west
3831,They are unicycling south along the west side of a road which runs south to north. In which direction is the road?,east
2475,"I am racing north along the middle of the east side of a park; in which direction is the bandstand, located in the centre of the park?",west
3251,We are perambulating south along the east side of a road which runs south to north. In which direction is the road?,west
3320,They are jogging north-east along the north-west side of a road which runs north-east to south-west. In which direction is the road?,south-east
2046,"You are riding north-west along the middle of the south-west side of a park; in which direction is the bandstand, located in the centre of the park?",north-east
1639,"He is jogging south along the west shore of a lake and then turns around to head back in the direction he came from, in which direction is the lake?",east
3926,You are running north-west along the south-west shore of the island. In which direction is the sea?,south-west
2503,"You are cycling south along the middle of the west side of a park; in which direction is the bandstand, located in the centre of the park?",east
3648,She is riding south-west along the north-west side of a road which runs south-west to north-east. In which direction is the road?,south-east
287,She is riding north along the west shore of the lake. In which direction is the lake?,east
271,She is driving north along the west shore of the lake. In which direction is the lake?,east
3691,We are walking north along the east side of a road which runs north to south. In which direction is the road?,west
2060,"You are hiking south-west along the middle of the south-east side of a park; in which direction is the bandstand, located in the centre of the park?",north-west
1516,"I am racing north-east along the south-east shore of a lake and then turn around to head back in the direction I came from, in which direction is the lake?",north-west
5029,"He is unicycling west along the south shore of an island and then turns around to head back in the direction he came from, in which direction is the sea?",south
475,They are racing south along the east shore of the lake. In which direction is the lake?,west
1029,"I am unicycling west along the south shore of a lake and then turn around to head back in the direction I came from, in which direction is the lake?",north
5065,"She is driving east along the north shore of an island and then turns around to head back in the direction she came from, in which direction is the sea?",north
4798,They are racing south-east along the south-west shore of the island. In which direction is the sea?,south-west
2165,"She is running west along the middle of the south side of a park; in which direction is the bandstand, located in the centre of the park?",north
4387,I am unicycling north along the east shore of the island. In which direction is the sea?,east
4715,We are racing north along the east shore of the island. In which direction is the sea?,east
5657,"We are hiking west along the north shore of an island and then turn around to head back in the direction we came from, in which direction is the sea?",north
3099,He is hiking south along the east side of a road which runs south to north. In which direction is the road?,west
2594,"He is jogging north-west along the middle of the north-east side of a park; in which direction is the bandstand, located in the centre of the park?",south-west
5492,"He is perambulating north-east along the south-east shore of an island and then turns around to head back in the direction he came from, in which direction is the sea?",south-east
3357,They are racing west along the south side of a road which runs west to east. In which direction is the road?,north
5146,"We are driving south-east along the north-east shore of an island and then turn around to head back in the direction we came from, in which direction is the sea?",north-east
3361,I am running west along the north side of a road which runs west to east. In which direction is the road?,south
5682,"They are running north-west along the north-east shore of an island and then turn around to head back in the direction they came from, in which direction is the sea?",north-east
2686,"She is riding south-east along the middle of the south-west side of a park; in which direction is the bandstand, located in the centre of the park?",north-east
390,We are unicycling north-west along the south-west shore of the lake. In which direction is the lake?,north-east
773,She is perambulating east along the south shore of the lake. In which direction is the lake?,north
3994,You are racing south-east along the north-east shore of the island. In which direction is the sea?,north-east
5522,"She is running north-west along the north-east shore of an island and then turns around to head back in the direction she came from, in which direction is the sea?",north-east
1250,"She is perambulating south-east along the north-east shore of a lake and then turns around to head back in the direction she came from, in which direction is the lake?",south-west
3713,We are jogging west along the north side of a road which runs west to east. In which direction is the road?,south
211,He is perambulating south along the east shore of the lake. In which direction is the lake?,west
3962,You are riding south-east along the north-east shore of the island. In which direction is the sea?,north-east
5067,"She is driving south along the east shore of an island and then turns around to head back in the direction she came from, in which direction is the sea?",east
3150,She is driving north-west along the south-west side of a road which runs north-west to south-east. In which direction is the road?,north-east
129,You are perambulating east along the north shore of the lake. In which direction is the lake?,south
3781,They are cycling east along the south side of a road which runs east to west. In which direction is the road?,north
103,You are cycling north along the west shore of the lake. In which direction is the lake?,east
1653,"He is perambulating east along the south shore of a lake and then turns around to head back in the direction he came from, in which direction is the lake?",north
3685,We are running east along the south side of a road which runs east to west. In which direction is the road?,north
155,You are racing south along the east shore of the lake. In which direction is the lake?,west
1995,"I am racing south along the middle of the east side of a park; in which direction is the bandstand, located in the centre of the park?",west
1845,"They are running east along the south shore of a lake and then turn around to head back in the direction they came from, in which direction is the lake?",north
4765,They are riding east along the south shore of the island. In which direction is the sea?,south
1082,"You are riding south-east along the north-east shore of a lake and then turn around to head back in the direction you came from, in which direction is the lake?",south-west
1548,"You are driving north-east along the south-east shore of a lake and then turn around to head back in the direction you came from, in which direction is the lake?",north-west
1241,"She is riding east along the north shore of a lake and then turns around to head back in the direction she came from, in which direction is the lake?",south
5637,"We are jogging east along the south shore of an island and then turn around to head back in the direction we came from, in which direction is the sea?",south
4632,She is unicycling south-west along the north-west shore of the island. In which direction is the sea?,north-west
